"","p_values_fi_null_both_correct","p_values_fi_null_fdoor_correct_i1_violated","p_values_fi_null_fdoor_correct_i2_violated","p_values_fi_null_fdoor_correct_i3_violated","p_values_fi_null_iv_correct_f1_violated","p_values_fi_null_iv_correct_f3_violated"
"1",0.733960409672342,0.458975227001808,0.00899269037699964,0.342954213525597,0.939058897531739,0.751039731899131
"2",0.633709923585006,0.581753710311161,0.0675007243555777,0.44182967010649,0.716467493263708,0.841736876057918
"3",0.869061316506719,0.114423889529155,0.700980562076636,0.195723223525221,0.862396017647877,0.519021045441407
"4",0.932709463704068,0.56526216453783,0.618800383951206,0.634539622499433,0.564615469849075,0.647506063613789
"5",0.86439126000144,0.217893015308199,0.8569480807348,0.920171639797376,0.641123182610196,0.502108325109663
"6",0.631643031106195,0.375389048059202,0.874175041228676,0.714529073459483,0.50877339640884,0.876147774019516
"7",0.542039403118102,0.434122585615825,0.697457231893722,0.291969490025682,0.486267079834928,0.0698651589484792
"8",0.941868384264278,0.342611520434603,0.461030073286259,0.733497640147922,0.737225018257368,0.43742965155138
"9",0.759025716722087,0.490716699631208,0.360748151208199,0.964785315910812,0.690637598351861,0.0906053976052047
"10",0.99381848517978,0.541199650422921,0.227785232719042,0.82581000492168,0.631089106638877,0.232579431868151
"11",0.504792049204556,0.397662163210494,0.73208316884858,0.384134211145308,0.678836000005711,0.591138687345351
"12",0.718051913438069,0.645093498667241,0.635539414552764,0.986746360854545,0.972997782767228,0.861328642304851
"13",0.229663285845627,0.325439255810061,0.654713317867087,0.530983514851382,0.517039643424971,0.883997800097734
"14",0.466785667175654,0.532994921920653,0.999995324982733,0.225052542926166,0.758637052461924,0.765564635280345
"15",0.841454647786465,0.520504522004098,0.910587118500574,0.492752503785788,0.437759782997351,0.791469390362475
"16",0.581763377874595,0.366392856671085,0.644023275863943,0.551111809498953,0.932068991892861,0.0845159207892921
"17",0.423351937174059,0.88058052471756,0.174659524765942,0.663153424676119,0.203709945342898,0.951974462217318
"18",0.494321034258263,0.11875827750389,0.794155034515923,0.731111091864477,0.748648840160985,0.737612989959901
"19",0.93263689051124,0.682330262896817,0.669631473982389,0.439182088213494,0.579535041427232,0.57186449067874
"20",0.912155881360815,0.326023596961565,0.644106963066939,0.97398818422029,0.576911020157338,0.697298785919375
"21",0.901022129931761,0.860194154332512,0.607516542205616,0.464590185317516,0.568205836548254,0.398523925894152
"22",0.531185475280921,0.924910796929424,0.347511426446248,0.605379844837487,0.411485045609629,0.793330076538744
"23",0.553533453843301,0.310577057836534,0.303593390771288,0.609816536493071,0.65329761263273,0.578093000794276
"24",0.758919563277346,0.659871704433268,0.227325593150425,0.966345899509508,0.493230137211027,0.108242945714662
"25",0.282952038396613,0.470833049078616,0.617488577496388,0.577442978378516,0.380584120851903,0.0439713868011946
"26",0.385560564552548,0.35273460425984,0.838670563358835,0.317524499676803,0.502857914909167,0.199581034650682
"27",0.866924560751866,0.776159175167935,0.824396511196417,0.279481986700957,0.531654783675745,0.618747494187399
"28",0.616275361516327,0.530134843397342,0.758488551482149,0.953040606613889,0.786641313096653,0.598464616163483
"29",0.647695253435448,0.31167389204907,0.478260029613388,0.734089345847333,0.47738791096076,0.104908017890353
"30",0.935561702452354,0.918902769274477,0.990670071290276,0.904444673129354,0.98639535221242,0.228000177007235
"31",0.775807689894469,0.952185033788837,0.0724501590267146,0.94916527080819,0.902300324415614,0.225581737833034
"32",0.809378398568231,0.448891882225419,0.49938125746653,0.561059689023513,0.781789276125737,0.0709396102425425
"33",0.805262463972051,0.492702711715777,0.104697762513157,0.18924861348468,0.980436894440872,0.462399914094238
"34",0.491385299693983,0.371732115547199,0.138381525080648,0.507990201218861,0.907908069824572,0.122254910347348
"35",0.74177980519806,0.842489736819299,0.782334585506622,0.575938966973768,0.25606750235452,0.215826666151769
"36",0.684027882710463,0.178450136616142,0.248631695848453,0.766863158281271,0.579433709933101,0.284668719769168
"37",0.917315523459746,0.934967400734027,0.630296258212388,0.2867034753199,0.635752194554661,0.267063343849376
"38",0.859849938058428,0.0699258963897923,0.0720826025743987,0.565304027424322,0.924490522379428,0.918476447331547
"39",0.803101509867599,0.206303258249375,0.153510125094598,0.606390420849953,0.296691752975608,0.103524064279548
"40",0.495983774941119,0.311251150001691,0.88333945143888,0.729887200280133,0.56812301423226,0.671779009937892
"41",0.387082067166982,0.990506583497774,0.0310078485333611,0.703200921582007,0.494176764625654,0.207713211573874
"42",0.654812892122742,0.654237862144002,0.998744580056699,0.904460265707524,0.795538548768469,0.655918836740591
"43",0.570292844793688,0.91029752277751,0.726335292818055,0.782548115682445,0.387433577845433,0.215211056929735
"44",0.687141058030585,0.108190097099185,0.489116625906354,0.426540556299179,0.464819947467997,0.933421897986927
"45",0.933783050918272,0.831402445521488,0.352489683301173,0.668581352860779,0.582409018739904,0.986084223993103
"46",0.280129053859499,0.375070024375177,0.0844231639017209,0.509277627269825,0.970454782937419,0.621658324382457
"47",0.378058065183143,0.552503430133305,0.0609002731868177,0.741480033143595,0.558198493756389,0.315276071237563
"48",0.356986340016531,0.584540582970523,0.687351477982531,0.879168497981895,0.474148711691067,0.562060112467068
"49",0.845172129043401,0.0994348769200896,0.102709911810746,0.922831432011385,0.456007196120511,0.497788461516364
"50",0.618039051354149,0.559344596952737,0.262795586773139,0.996423820546944,0.971073176780501,0.643513095781349
"51",0.665165926197785,0.134645967299001,0.821960396749572,0.827540364225921,0.508198372661626,0.926211904200716
"52",0.616430257320128,0.279781951800736,0.34219906311245,0.579400207743267,0.68668333369143,0.874448968846624
"53",0.606521282197474,0.562144969787323,0.535316133302316,0.992436410314546,0.870778418363911,0.761212182548384
"54",0.747733285813382,0.280721786590194,0.733200855554227,0.459567822159441,0.998867684015156,0.8120904676502
"55",0.65939815224218,0.45088800946976,0.381182145660113,0.773655975347894,0.883322717082778,0.0707662371296059
"56",0.37143505792418,0.261338749766688,0.501499629396049,0.303144243963593,0.587450497413088,0.716717601246578
"57",0.685308292786581,0.811079914953633,0.75909228446135,0.324676622766271,0.769969819796041,0.540703621212036
"58",0.850415259864049,0.91613894659412,0.615362593520269,0.616062730025124,0.871835608072552,0.618368003977722
"59",0.88208426337809,0.353051823134592,0.0814431301189594,0.856881505331151,0.628489839073536,0.387934782188967
"60",0.215442320769285,0.80365866520737,0.437796839700122,0.281262034881923,0.820199224173477,0.949041953528791
"61",0.311266711471371,0.255014376285025,0.936310316556002,0.647886463546092,0.395187295194558,0.123730835517436
"62",0.838498260759005,0.914312467462318,0.448072168733848,0.631689097236355,0.899239448612628,0.183388599969012
"63",0.854277606338811,0.109040612373974,0.235153269673877,0.664821728839612,0.668245187086035,0.0547647669659188
"64",0.41370260777787,0.312067119707497,0.609075417451616,0.987115942283745,0.960621097862204,0.480474957029254
"65",0.90378212757998,0.683318679088851,0.73829683763946,0.558567351871517,0.951178944278891,0.138987735248677
"66",0.69694264100256,0.0744801028832024,0.328860676045843,0.628350297375599,0.949779098777993,0.995087776941585
"67",0.97909630532605,0.308463889565798,0.871321560649836,0.964859362829509,0.905994662781559,0.915184237436083
"68",0.840940776159452,0.334278479612453,0.909918064929057,0.603095686119021,0.540149460271967,0.633416013232702
"69",0.891572931425383,0.136431482132166,0.965771025898025,0.687632928951992,0.981186540222726,0.77734856200076
"70",0.927115782163163,0.679385082630248,0.00908936274380171,0.796030147292918,0.747135761432118,0.686009516562338
"71",0.914465783426414,0.153598150145117,0.690788482830271,0.368734146895176,0.518345541191678,0.829202627510726
"72",0.954805310745855,0.917950881076071,0.709978880620611,0.806062636473154,0.527671109844208,0.776365681142051
"73",0.902553915992988,0.749062563138411,0.951329700160529,0.767329936322715,0.708822472923989,0.907318467878894
"74",0.347346395237095,0.478130144572868,0.771028777276148,0.454276481566837,0.894447298988971,0.529842446481025
"75",0.696449517948248,0.387060016793573,0.520477837066493,0.793862380261634,0.802415365641809,0.245057716921698
"76",0.852634739702313,0.480699755293741,0.452405664073596,0.684921285891303,0.531526874520743,0.490477581989209
"77",0.905490507681971,0.309399923106467,0.710767834669052,0.386659870046948,0.741640014975218,0.570661745409319
"78",0.427332435877082,0.627484957524247,0.375673891527761,0.278029404468359,0.954646918335737,0.982426085038305
"79",0.251703050575117,0.316244881017516,0.331051902736106,0.282849116689506,0.895643697764561,0.280989948561041
"80",0.848312749957128,0.975843289918833,0.418843719484816,0.404814542537131,0.34268172874002,0.548764638528034
"81",0.951979129466465,0.262404517411408,0.144133824223703,0.997700545226938,0.623556073483037,0.40031069504772
"82",0.423932627724119,0.896942428054411,0.138642406666346,0.806169798031475,0.741247444516643,0.271516571584861
"83",0.515079540437966,0.0787068044509354,0.59562698306273,0.852766592608708,0.643612159219344,0.604944313898828
"84",0.924735696977101,0.544800158014929,0.800783468560625,0.410193397061155,0.773814889988434,0.841641726701878
"85",0.97723070061508,0.539884024584067,0.0612237022390906,0.289878204606156,0.729131529650914,0.334796383722674
"86",0.843095613274529,0.234216213509692,0.046861294747679,0.861908512604667,0.792628355757885,0.41166049073268
"87",0.596046423726808,0.387400553506415,0.0329407877149198,0.319066214654175,0.587084320008486,0.164953919878789
"88",0.672272130907745,0.820260417322879,0.327165873532887,0.434133031620287,0.475452738216198,0.42233631706558
"89",0.72353926735171,0.627864530619102,0.350428043806913,0.490125557032363,0.575721590909952,0.322046258964904
"90",0.641461124391165,0.988837190578391,0.727497050880366,0.775515611849982,0.368806146111402,0.0699957937302939
"91",0.99344443962468,0.58608265622918,0.457825823210153,0.901457478638974,0.773980164757684,0.979116336322394
"92",0.582965122149193,0.860883851679916,0.967281032479515,0.666518334030046,0.473123554408458,0.0407691403800785
"93",0.747882704243529,0.543531246921427,0.288988321066581,0.973884018813602,0.68162618414767,0.83761111683268
"94",0.777303258181132,0.807938750711937,0.828680300493673,0.454375533181059,0.641265094275646,0.92644246977948
"95",0.42031218010901,0.387704846128805,0.0736465650589407,0.759545632867321,0.421835308906657,0.635956092907542
"96",0.923929155905619,0.481007331612917,0.123221016550768,0.900670578619374,0.60778163425266,0.502557402346827
"97",0.993346957696188,0.21820152420761,0.544368625123646,0.291222480585587,0.980137633055442,0.627894239875699
"98",0.765598266384883,0.12065813476224,0.942991054502055,0.454659688259905,0.806290235031369,0.437740328298691
"99",0.354875666281997,0.120187668388157,0.310861325650975,0.800255345869487,0.439550428783944,0.996300417272377
"100",0.320671093134071,0.739727849519714,0.330153148973078,0.538849659021783,0.816500497155785,0.537564609052207
"101",0.718754754902888,0.653685600132505,0.232747700167719,0.403121073260431,0.673599571116107,0.985825948464625
"102",0.892289490362015,0.11040303992761,0.992487478002528,0.814121717403512,0.606458646282215,0.493688225876992
"103",0.443301853901331,0.177706009679885,0.470072713944779,0.698970520338401,0.467784994163712,0.755088724803592
"104",0.839500299809132,0.0054287714357557,0.485539594908229,0.66277800549502,0.821257648840367,0.570321300938193
"105",0.491448016785357,0.417367886237179,0.978515384269309,0.685352817517691,0.809563963324538,0.669780203616354
"106",0.617907859729508,0.979198127672347,0.0701209533572162,0.643860739212837,0.435530354356961,0.236744313060701
"107",0.56307100827022,0.550829929943355,0.719098181096176,0.611409195685761,0.737395199294655,0.0926699273672528
"108",0.609430635993307,0.947702163734979,0.599426558643106,0.670205349208078,0.973711090367916,0.15178910327871
"109",0.503087542851155,0.861218061378078,0.440107618307116,0.892105877472207,0.644740277041097,0.0666114976925694
"110",0.700559766680223,0.507382098592382,0.925180367725946,0.779878159824235,0.704022520932357,0.905237509918129
"111",0.861078279604076,0.493254860131508,0.971394495789943,0.364381547848014,0.704320469106306,0.959792305501831
"112",0.824246804969496,0.281409402416085,0.0121559085788082,0.571604729887363,0.898596219234245,0.735959379046093
"113",0.458025979303787,0.540321784821944,0.613108742520478,0.960257539696507,0.707782581639159,0.0809876001014621
"114",0.94425452401464,0.269335676965612,0.193678870725385,0.956481942335057,0.753603543175129,0.506717102506499
"115",0.560056031971383,0.326030137365038,0.800900801324784,0.865704033093489,0.895015867132732,0.338950283442645
"116",0.596895790956481,0.494333041687765,0.663928246745053,0.853214416046554,0.587124672341594,0.295847315313257
"117",0.326511970847994,0.581560598970476,0.350029521355882,0.472065491213735,0.630217660121114,0.416737789759215
"118",0.894803160529263,0.709318632912669,0.980320577987305,0.793153466010525,0.772037769742618,0.295559446538955
"119",0.866255428370134,0.0198780489638823,0.27577705552203,0.85164812938485,0.773675434009744,0.367360053304971
"120",0.781051519099782,0.877089352281315,0.247855387536815,0.707104825096167,0.78753841564082,0.622603680226538
"121",0.617801277594492,0.829711770639838,0.93396476860906,0.978773481013929,0.933755723799595,0.189810861132901
"122",0.817285206879203,0.791786695226641,0.589494632580407,0.768788961476496,0.68402805029497,0.60474484128454
"123",0.478668901933838,0.914013236868167,0.170994564962313,0.436387651068904,0.402874704534267,0.128814240029191
"124",0.721821895074898,0.963593232809467,0.583211200870806,0.68454173500897,0.456235207935271,0.85363439238369
"125",0.811600412879195,0.710320200980598,0.710639341869782,0.32668390485029,0.999950140518339,0.374501798044572
"126",0.761598395638362,0.111891463904256,0.0269510661637803,0.419049998544674,0.426681992446555,0.620043190606253
"127",0.656770327655027,0.0860428756984599,0.51790596993531,0.773410082839367,0.81303598273379,0.769037633607763
"128",0.287091435693135,0.795877705442815,0.977336880015675,0.975201313961033,0.619618970454922,0.614467238557977
"129",0.815453331700021,0.0789795820459229,0.438973985094873,0.744648577168493,0.322751989677876,0.425754243855531
"130",0.771979128693267,0.96104148018644,0.629135367604608,0.89203531021994,0.633171180312075,0.278383138033368
"131",0.876190588425488,0.26654006418618,0.758175825173819,0.866184049533115,0.383019352114745,0.554380534134946
"132",0.648740313943956,0.0120208028214951,0.647549811704824,0.376305746411461,0.934586783020565,0.426916539556333
"133",0.9385136361262,0.0332985214717201,0.193301028920184,0.923057099274032,0.526991273654692,0.675521202130778
"134",0.521561054454557,0.545330355954199,0.7285282380095,0.574405984504045,0.401698326923985,0.681253539798966
"135",0.516809851780366,0.466794264902211,0.633547377509434,0.949654292081613,0.697250781797095,0.391660034033852
"136",0.596091502081237,0.419022597282298,0.541607311989551,0.37641175866543,0.392666773816566,0.403469973228173
"137",0.477004339943785,0.938385069645611,0.256553561921587,0.450160754868408,0.560137472259408,0.900128444532972
"138",0.745673388981374,0.659304120515497,0.423208631864643,0.934811809747095,0.958276805799407,0.356801986589034
"139",0.925934226287975,0.424373703042084,0.278466748721731,0.820310752645615,0.757588538347469,0.749298313611112
"140",0.715686179869226,0.153008836411225,0.366660475146727,0.696927009997195,0.6356223855786,0.946242939507676
"141",0.976821819865475,0.250050912287625,0.849173445697902,0.333565899468829,0.677981070356458,0.889706622214679
"142",0.510584165315123,0.936875660192454,0.0043913125105105,0.616533783364869,0.813157873495787,0.466055575512058
"143",0.984150131711628,0.104417595509207,0.0527773915058601,0.636088411769637,0.935195586926954,0.448039251612569
"144",0.753200587312465,0.470452810602172,0.040597574792504,0.557997520941307,0.413761633981219,0.880792665151635
"145",0.927100598356153,0.455619949420908,0.548627509036434,0.573156974039217,0.755601549992662,0.431665480846961
"146",0.360775796390455,0.379846475132051,0.54793463722937,0.510968748466646,0.549258067836776,0.684788516159497
"147",0.91544522073078,0.0587834852159695,0.0030725952896954,0.523587071632432,0.355319004115389,0.331444723783368
"148",0.395527679592587,0.456625215388886,0.179581037320738,0.556226332544643,0.922376976960623,0.36518222934709
"149",0.497769680494764,0.12174188066218,0.0607767492582175,0.444512995651459,0.618462688397365,0.137687182488204
"150",0.984839160861032,0.570629559663051,0.982630114433048,0.723921205879313,0.438092418077128,0.630008318971286
"151",0.999090957571995,0.190537684903428,0.00634407628689838,0.783268035506935,0.791399560484852,0.852322270532294
"152",0.913508762240777,0.418883211942549,0.54971247963706,0.950293695888089,0.778116663838288,0.505081399760923
"153",0.505405469080839,0.660280552223004,0.295096605242988,0.537851078423592,0.890980260941405,0.128248964272027
"154",0.629552031349824,0.109112012232547,0.768994761420274,0.72323998623353,0.365002534903433,0.87965384188389
"155",0.627436261931061,0.0869726714762105,0.674920780129137,0.976652423200396,0.679146235937112,0.44484783014335
"156",0.793935781060286,0.11595750607999,0.846584541420628,0.27008792330142,0.850098834419625,0.878944152823713
"157",0.767550030563922,0.475038481670142,0.40553846066176,0.734105078687942,0.620752927852098,0.88199214433524
"158",0.513816387098634,0.126672828723118,0.538177736461256,0.897165074247652,0.739428518900614,0.83229851242906
"159",0.973306255476888,0.20065725392926,0.45396494147029,0.472337347771609,0.961392005544627,0.158653901770342
"160",0.525612130816411,0.521046377915532,0.211079052715699,0.425706922761234,0.839096416028863,0.320078809917948
"161",0.860317922379377,0.926335069273879,0.453472489970425,0.620597029176648,0.690951651759395,0.0166322434467982
"162",0.553853758038317,0.576533901777485,0.394082719945532,0.94389696755986,0.644041721965369,0.601930451450898
