"","p_values_bfi_null_all_correct","p_values_bfi_null_backdoor_iv_correct_f3_violated","p_values_bfi_null_backdoor_frontdoor_correct_i3_violated","p_values_bfi_null_fdoor_iv_correct_b1_violated","p_values_bfi_null_fdoor_correct_b1i1_violated","p_values_bfi_null_iv_correct_b1f2f3_violated","p_values_bfi_null_bdoor_correct_f3i3_violated"
"16",0.883921986363634,0.769954623296364,0.882193036687634,0.373485103811586,0.384564420184243,0.731717156343311,0.385120881188742
"17",0.769731591759691,0.91105014483843,0.880474705919722,0.63850417306546,0.405187081229515,0.612481451761928,0.557580394031121
"18",0.937029997992741,0.888322118230836,0.605068701459749,0.588190064052762,0.912836006231685,0.686744731337234,0.650066784888591
"19",0.94194395374274,0.642436916517723,0.781901328744967,0.989830602601765,0.886367820515135,0.35169917279304,0.793903688163676
"20",0.948911877065113,0.686662938555251,0.967240883732559,0.276268037465424,0.823739759208952,0.276243713244369,0.853146874423391
"21",0.878493993092573,0.642861397928317,0.834430532977496,0.646232795193069,0.145073062535064,0.0754665748705637,0.812754556056636
"22",0.694523518852509,0.775192961564846,0.919257182809392,0.61370070179814,0.364014008794299,0.313802559335832,0.334346982494443
"23",0.96406251629377,0.880858911272714,0.903519787711622,0.809748483112919,0.107589927217004,0.571473326636982,0.695745741164822
"24",0.533355621500019,0.863983007851879,0.79332764886672,0.916890108905087,0.217039420330441,0.255704566425483,0.982088814722355
"25",0.689889157391074,0.921756725037385,0.847947789028981,0.557944430356335,0.172489106888699,0.45425315064301,0.578399732611766
"26",0.941268310036656,0.408857204088568,0.632370213723588,0.882593704251926,0.479087806951447,0.327023212178823,0.74325825724285
"27",0.546979766022051,0.737801773949995,0.646343193447539,0.984041053071782,0.86447287737641,0.535125750094067,0.707407276246909
"28",0.768770654438169,0.521203594611248,0.762240207602271,0.785636085795427,0.201882464349635,0.0880396195754208,0.666068922917151
"29",0.398839740378323,0.889109779987876,0.74041690859669,0.371729999885143,0.133335739985702,0.444338360109735,0.380880550569018
"30",0.643762557371486,0.354935011120543,0.8142430157877,0.735950656296585,0.366226736804118,0.950668536989581,0.967909142214504
"31",0.524160636132759,0.872544881883255,0.972868078702354,0.84561302925679,0.7284495769472,0.924350419397581,0.619600216500984
"32",0.959044257148447,0.900992039810564,0.744322823708738,0.733280636961515,0.784236645491747,0.51380146623348,0.983500527150882
"33",0.929191107505426,0.319728598536567,0.944429948432766,0.663821809506936,0.725663963339222,0.301155402617729,0.910698929137043
"34",0.42345252330185,0.896366228296364,0.875782975588453,0.758175939871673,0.630337765174024,0.528481414623128,0.536014750479027
"35",0.818543505617669,0.702860274330383,0.828787979219908,0.558602426619221,0.551333399585815,0.561172192554996,0.182603538567352
"36",0.814328041747931,0.841076138871818,0.553926496014984,0.568279596346218,0.0639497035250816,0.0675490286913998,0.838875415083801
"37",0.931960254382637,0.633477204681876,0.994379772260996,0.567933158150224,0.415952920801605,0.873486039878706,0.511289060708434
"38",0.559467978691362,0.78366351470725,0.494672528603485,0.414289975783751,0.626459705080175,0.045870495944921,0.620457855220577
"39",0.862273373904722,0.854436965915907,0.477347245249734,0.373494586699466,0.83761373739076,0.502011066922778,0.877453533870177
"40",0.830793275360493,0.759643342345001,0.676846042691462,0.605176261019442,0.116432578525997,0.334067211323718,0.693280337566374
"41",0.7552812811905,0.482714231209334,0.650594358732843,0.546523078358936,0.49161339814217,0.684810455628138,0.452822787322892
"42",0.486599744230277,0.319634905874977,0.953577049513385,0.801268270262437,0.34733968529339,0.361196978995592,0.777462139600699
"43",0.993240942503351,0.496985429404632,0.947334906368781,0.966698784889523,0.248641961738915,0.773572968085343,0.875343573024618
"44",0.69491965192034,0.798160036848028,0.719321714572202,0.846823286893419,0.508367778847162,0.209585900680727,0.886125376659342
"45",0.790144206427993,0.277102385222515,0.826594244360848,0.618084393877146,0.674260448690264,0.876360835468689,0.673280580692559
"46",0.934320538115568,0.748559094741399,0.446114611055508,0.281705099080819,0.0906332821272024,0.62345572369255,0.318618955109841
"47",0.753924462430622,0.706483585023958,0.96559353364486,0.300072503557869,0.599322765108005,0.843868571271542,0.597511566317387
"48",0.824540191479792,0.707457385810334,0.745936148299454,0.651325836339828,0.712197478225117,0.922195096336965,0.915750651695763
"49",0.570808637858125,0.530954746345873,0.918462891138145,0.5753670105465,0.610692509721755,0.472700985785242,0.525350515560648
"50",0.977040356568138,0.803496867321501,0.472649275811771,0.499944089024064,0.665835524125461,0.91428995948148,0.668349579126177
"51",0.94400967153541,0.441835471898434,0.832056731332181,0.926681761075615,0.803656242323885,0.937343112637781,0.76358642956588
"52",0.872882829499323,0.806644221854776,0.922203571991671,0.934105903505086,0.533058412021787,0.528239667843238,0.334370847561763
"53",0.418499603729798,0.510140133238201,0.949507123114348,0.711476970189062,0.0931502058026783,0.114943876180408,0.977888152068787
"54",0.864445161089462,0.951906142100653,0.815473703190763,0.816025998003263,0.84832796730766,0.968422511098545,0.903257969923189
"55",0.961962605854068,0.756554569884323,0.95971987947045,0.555032539231753,0.862187652393033,0.154590893480745,0.728026887829983
"56",0.564033211475269,0.376386782256612,0.927343707613901,0.946012562231363,0.232467895057587,0.93421677241366,0.770775719502917
"57",0.955944180187746,0.840021004813585,0.904383975655288,0.434542033410475,0.322074904608465,0.550575169408342,0.684972278311643
"58",0.938155596255887,0.740663245699397,0.654721462944357,0.517793340512828,0.674214248027616,0.150879762913842,0.667224347561255
"59",0.744960419021045,0.923762653121016,0.937795147555568,0.910309206919807,0.930439056726101,0.932108415015929,0.833549312636498
"60",0.912578659628886,0.607275787053354,0.945821784571376,0.699205999367632,0.395038006894824,0.386489307077952,0.33232566086472
"61",0.503531799367571,0.670364707147623,0.995429563536846,0.876910881014962,0.255055292069586,0.337753219764394,0.775648441902762
"62",0.82657176690921,0.587357838829568,0.911363421578441,0.770954832500791,0.544294489120261,0.812867366716393,0.918765630429506
"63",0.805932855819024,0.390133814661598,0.947930748081646,0.586180050779038,0.48569095050207,0.649443743330943,0.958768609512533
"64",0.842531501093412,0.685955897090907,0.560941678765273,0.313472903875205,0.159848592176617,0.184490576022306,0.475061426632975
"65",0.868577184148816,0.922503074724545,0.862040297715832,0.535026752610282,0.53174224677269,0.284808544071974,0.564193185664037
"66",0.967772685247879,0.936395429993462,0.74626258590985,0.888472373693994,0.270611182179679,0.205075677629814,0.823733512802
"67",0.689328897130426,0.961908139898007,0.583726121025272,0.956916597518408,0.822388470594781,0.117794287079222,0.48744328825972
"68",0.905244574049845,0.875581307643049,0.972735198268173,0.794209895839549,0.698422599761755,0.758174795871253,0.918772998818354
"69",0.651199932690869,0.981334719056083,0.91900716053512,0.696043896128996,0.217098697191906,0.106773377805273,0.965755033172743
"70",0.96160433689216,0.758891090195303,0.795204170599334,0.414144171007324,0.689648623890108,0.334879707093127,0.841701493521201
"71",0.864621030247626,0.858175916677488,0.457085475306398,0.892673636321166,0.826939734920987,0.151752711443377,0.533112116632415
"72",0.764834121435297,0.630031105545495,0.991918192162986,0.547553582270951,0.983680755834559,0.360385463735807,0.486487449350805
"73",0.80775967314576,0.643356028478968,0.686712958947383,0.289643971705825,0.896885908548669,0.199172502175675,0.919585883100817
"74",0.790876389212423,0.81535357479966,0.607159724379284,0.575243163634101,0.753051345530995,0.080807738460196,0.433026406555789
"75",0.833249607431114,0.806855838094695,0.740345868507178,0.765893062032493,0.805695568768221,0.669777572273159,0.349921460535102
"76",0.857590253931697,0.710596178581786,0.982737772270668,0.808105424134278,0.924901672639985,0.883022453827088,0.787860718941503
"77",0.821690951616501,0.860076815406797,0.787810175718808,0.819178509072996,0.48464081277262,0.825982347540283,0.995597211405893
"78",0.95268111494976,0.527346904971134,0.934963969448745,0.429921766381264,0.136107094357058,0.620917287043467,0.775511897275268
"79",0.854803640279543,0.918993384154157,0.561127392038579,0.447647957821625,0.665948435813411,0.71935284762645,0.726926052664747
"80",0.853123408265501,0.943790089752754,0.547388213089375,0.92778785939382,0.290621369995509,0.049415516315181,0.729046957869877
"81",0.877620641868907,0.605687439278694,0.812718348761061,0.484662376075865,0.757788072882229,0.557621519890778,0.60473410852815
"82",0.740321436194412,0.252701405388156,0.857368020539211,0.65829262439561,0.862595701648543,0.678874011858978,0.916602968633505
"83",0.71586437269323,0.773256650946466,0.919142206536961,0.744145472789931,0.198192150108452,0.67524160603154,0.739058809566108
"84",0.645849402612184,0.628581801359494,0.823254985878972,0.458037440663453,0.976136166868706,0.616898037432839,0.958401530400215
"85",0.713720771393195,0.452842036377545,0.827410951887186,0.81282123584842,0.138212059765634,0.618154234596603,0.818420164154171
"86",0.744130885352673,0.748388981188464,0.857188902125588,0.659978837386082,0.182644734777906,0.913867728082342,0.63856944993061
"87",0.948122097985078,0.922088102584963,0.649839559159762,0.478674223974214,0.778864205829177,0.886558335756898,0.613850850418314
"88",0.368421892165092,0.793674329964767,0.755248359412651,0.916547453404123,0.244575029547684,0.456975782573995,0.656295514191176
"89",0.809986352263326,0.478044539916861,0.738513387288346,0.87643258244012,0.809091316512702,0.288528832200048,0.796327000732339
"90",0.969196622275835,0.58348733458239,0.565455094572221,0.895929516935796,0.720431225324101,0.969878033648161,0.962627192944621
"91",0.847504523621062,0.973803503509933,0.839103356525324,0.283506724251807,0.949006543885494,0.0928788801350742,0.412575935249435
"92",0.994650807580774,0.951688376046464,0.929948608551242,0.574073496319379,0.159475757228459,0.223658542470045,0.601396729554055
"93",0.673789383659317,0.723633574719008,0.818603660276365,0.286686034734722,0.397223606410905,0.515058426448971,0.97790248468937
"94",0.851749552374971,0.785646176390934,0.836220157834818,0.77659186014275,0.859580794549497,0.369021597318913,0.73958079429407
"95",0.683510953892204,0.519980969733296,0.98945869857536,0.758655701967523,0.881172390380565,0.700427315495171,0.670732994956117
"96",0.751442995890071,0.699472916562144,0.945078514020749,0.47527832091921,0.273876728800005,0.708764907324178,0.629470848182063
"97",0.691309455553464,0.883450607251651,0.970792274317187,0.509365033931213,0.456151054058373,0.967147726218495,0.792106732357673
"98",0.533817713008058,0.81457846749869,0.842998137932022,0.507077087851517,0.266187171679567,0.654516965098245,0.712204108994787
"99",0.697486796819954,0.869130730453087,0.531987592208896,0.415258899032987,0.834398147815719,0.268120236415591,0.77247828901533
"100",0.806950462145455,0.830298864696316,0.804454800130677,0.871991088213453,0.664679353027192,0.237583629991565,0.76732638637189
"101",0.526710056401921,0.599064525841146,0.639876666619693,0.61544196697684,0.639077304181871,0.0247808932304178,0.467584477352417
"102",0.854169800192278,0.947362561963264,0.593765921080181,0.692008407942387,0.535771729017536,0.891018389791341,0.485345464067328
"103",0.467286720233918,0.773737449358196,0.833812541539165,0.726097758394252,0.816633154574621,0.364570123361614,0.351705844499582
"104",0.882164225047944,0.949371680276473,0.542890095170494,0.539621417470912,0.396587430302124,0.538368408320385,0.687833836836902
"105",0.682081374461356,0.602792071674037,0.715966398568477,0.926639824580454,0.779988697062597,0.33289898976919,0.370838308309501
"106",0.696415366233124,0.997305566389497,0.802740696011938,0.290863300455563,0.116069160137767,0.705346770601918,0.486373327418274
"107",0.639787710306795,0.588061582928746,0.873422202394903,0.892729988781019,0.354802968406402,0.657400268868832,0.638538261196279
"108",0.800633409927969,0.768571099864609,0.419491629681047,0.810835449976788,0.394190311523433,0.0508300034149141,0.745687956986989
"109",0.626701485345494,0.567595602385918,0.990523887000729,0.588443341546788,0.845569646555265,0.64777632722146,0.519841311427567
"110",0.904829830406228,0.912926570680854,0.939324948143013,0.792839220000316,0.888070316058767,0.593602931223219,0.978202829708177
"111",0.653626909341979,0.565465864076135,0.864104889932599,0.870170496325389,0.259957290961969,0.552546054586772,0.311751369905033
"112",0.869022259485197,0.874798413965499,0.786885678591458,0.626007999474668,0.898503068840629,0.495633827139509,0.726312989374259
"113",0.874771587407518,0.932644372709203,0.763880312641692,0.807758382206215,0.332947773547935,0.500920302947313,0.927869487180043
"114",0.892881218866612,0.989013883076032,0.945230669203757,0.857858876145563,0.776994147348038,0.631657784427488,0.426442970779096
"115",0.967098754035262,0.931573912728129,0.666666126697762,0.915475752926259,0.726496006712676,0.453306370645245,0.900306811736565
"116",0.927442026100181,0.892901968072263,0.969470391886768,0.975406219509562,0.531617686234605,0.948274964496156,0.512518788923719
"117",0.706750175479179,0.549932047807931,0.668862843009252,0.851332869998649,0.212724425964705,0.926042497021327,0.957632956606869
"118",0.704962783817786,0.805419758469944,0.600564964177958,0.293605236947649,0.951620789581071,0.949298427779923,0.380390690146155
"119",0.980385380008982,0.745401144028759,0.789727132701299,0.963612234756475,0.775192276531058,0.492040534495466,0.633473699455573
"120",0.863534697874155,0.905266945606668,0.815336426903909,0.528598737570429,0.779834043021153,0.205304716301045,0.848952649460214
"121",0.587651549511023,0.976574505278781,0.772404972284859,0.655727276417432,0.420532003598264,0.285603975925605,0.727832173067098
"122",0.881072718187162,0.470907157599591,0.963893110209392,0.816803598865729,0.38811102497182,0.324850096886901,0.790353435761498
"123",0.733614016709656,0.941427644959903,0.9535532102845,0.577642554347815,0.441005981863489,0.609450223070041,0.697683704293898
"124",0.90438736601178,0.858248928418017,0.875398052904139,0.725565830878289,0.765158176735831,0.202470281425845,0.986473243274422
"125",0.793297386898338,0.991377985357443,0.973523070085091,0.663497016537583,0.546072621847622,0.247490062618966,0.647238284351346
"126",0.508923490296915,0.511248657964717,0.853990311881827,0.63996730678597,0.696819281095522,0.795378963675867,0.620659113328649
"127",0.850576860828652,0.981729738435313,0.979905294258722,0.593831581358871,0.380916500577658,0.982989399600668,0.967079410527232
"128",0.882169449604334,0.838492434530974,0.644765341556955,0.907862353516461,0.17741466579842,0.80478227784908,0.771703701498915
"129",0.906551781299955,0.907991672765507,0.506243819232362,0.720189511144163,0.317642097966572,0.271236018714699,0.694598344299144
"130",0.852694230960152,0.934127461307165,0.936719365733418,0.423758199107676,0.266966316938752,0.655690283770259,0.957519713969224
"131",0.90748497950616,0.718764757463009,0.922494245391201,0.359786113110002,0.96232816296399,0.986032738875933,0.981310685084041
"132",0.463116116747857,0.826876192798866,0.784760400302106,0.695003120568837,0.90770539778521,0.463092265394827,0.735507749670916
"133",0.597439007750321,0.780004231750289,0.950275988263571,0.337736852063148,0.153269409668689,0.324043004031,0.689584922799721
"134",0.791422975178511,0.937406849379559,0.999685700845289,0.255900351549889,0.933306843576165,0.849354576188285,0.944232376869991
"135",0.914683977821167,0.529812903646937,0.950793166437242,0.81591256709224,0.547667899400157,0.483522276686674,0.956142521064194
"136",0.906179504677253,0.776063261550753,0.989680163364098,0.577600117416024,0.726341978076116,0.744746965162048,0.495145135213773
"137",0.799561478990782,0.967658462619035,0.907725003013692,0.134950809290689,0.474042750426663,0.412921974316221,0.812006624342577
"138",0.756818516855918,0.97438909876985,0.657905550355811,0.760958260872553,0.277600303102075,0.208398032019846,0.607951854687258
"139",0.691170980316775,0.76899340017839,0.89561087596329,0.554265102759431,0.896270987373442,0.214428861140865,0.284777421658901
"140",0.758249709701977,0.589704214102552,0.976600709058184,0.574748817018737,0.942563598314797,0.228620841755165,0.96796794549222
"141",0.52465015857251,0.17382184004616,0.82751776408862,0.566870284399072,0.822986346255893,0.343068841454037,0.111669994431629
"142",0.673890105721515,0.573444122278274,0.889306353563183,0.696426912219238,0.150548232756686,0.104449722452758,0.827375830091858
"143",0.765524226216155,0.862832669437723,0.449869251288651,0.315771334265557,0.995437862606356,0.229387494288151,0.789435399505145
"144",0.545879722954549,0.448250452793989,0.880075767874234,0.559696663961939,0.26819191898435,0.105043152068642,0.748105761262877
"145",0.924879748344261,0.97504956681619,0.437167811637349,0.568853696198172,0.389735639893164,0.478741885796927,0.77484396324955
"146",0.573835433033076,0.607620781074995,0.603460243946895,0.717328452389196,0.356015775394594,0.618472520725272,0.659268794432131
"147",0.804215629414513,0.790075535675184,0.567320560956413,0.694058796993892,0.290682632810361,0.379721111867489,0.96871262939502
"148",0.562460417330952,0.712540156398728,0.758881471335578,0.841377534693922,0.0735728790666025,0.272072622078997,0.970968641990761
"149",0.352607606242901,0.897488955744737,0.894382841137074,0.899854749731298,0.219984145001567,0.28923400035443,0.556048686412016
"150",0.737015653643541,0.807050640383327,0.971006136257648,0.659803761078556,0.04104093314813,0.451335652266058,0.594988879150478
"151",0.80225706628492,0.859211556718309,0.836372222525426,0.490561186838863,0.152648463803839,0.657626658465849,0.885880197768785
"152",0.71627654654272,0.481860599676559,0.946377550754224,0.736635596665017,0.218551113305132,0.845563184808944,0.964364607915668
"153",0.794290220291197,0.83334179131746,0.735001655740162,0.530628015969596,0.621559109903806,0.784021652734746,0.822287333766942
"154",0.920711598020317,0.406847859974874,0.909692938874267,0.991710862519756,0.862431965386198,0.737863204632814,0.713529158380159
"155",0.992846180509597,0.596402471922332,0.70146061962543,0.633971406792297,0.2251494562296,0.461369243687357,0.767380733344462
"156",0.756792144275547,0.987977491789139,0.798039440497112,0.330322304787512,0.618049893075371,0.891287916001687,0.955866280568507
"157",0.677541368020357,0.972151990047171,0.832372190115532,0.971938921517236,0.746503831928021,0.530886006490488,0.799389064505674
"158",0.970452360315233,0.990234836494447,0.543246049487821,0.236667625612634,0.484646870992545,0.449511332889919,0.595308528602736
"159",0.552139762931958,0.802476124077914,0.630669332935778,0.796015517972357,0.197376530494166,0.0505495575256686,0.991341657885072
"160",0.880769542591567,0.577320881512432,0.88007386858251,0.682412249981003,0.842360984883135,0.55849566721183,0.453760735011007
"161",0.860067997589328,0.673074833524465,0.57456854005045,0.453919833343855,0.506595570305946,0.897776446033407,0.887061387634552
"162",0.804501207515541,0.765139873447351,0.810298272172123,0.295580846856946,0.119187063755202,0.482633216485663,0.886394062222624
"163",0.79822263612399,0.945007982831169,0.83930771198707,0.296387995186297,0.221158480859908,0.111905494258541,0.839514620768394
"164",0.832180906902972,0.700671841609421,0.525700325627252,0.560092457280087,0.171854532226258,0.969684431768118,0.620928992497212
"165",0.959614324325262,0.690633717464216,0.552591675685598,0.826658175459241,0.461216832454846,0.57344525371876,0.495909277089601
"166",0.942300133087108,0.890828923965605,0.769341717470214,0.855883257461432,0.89678163979771,0.645238751612063,0.487172637486014
"167",0.809187820955686,0.813883887668088,0.779506454899032,0.530519823283813,0.789898099780697,0.534274958676882,0.944652249728491
"168",0.880260905204272,0.624914808768157,0.609032220367727,0.980158799236644,0.48689823934898,0.38367017217982,0.907001896964702
"169",0.992461201339608,0.556800458295912,0.760168805291271,0.625268481859297,0.795850591750264,0.845554503551661,0.711396022060248
"170",0.494330255636936,0.94747283496247,0.85711828856679,0.666714468395056,0.117434174351771,0.832899346661273,0.772736979098137
"171",0.818873749100268,0.735180196517389,0.783337118936612,0.53840932618721,0.736816351715128,0.575688405836747,0.986228364411568
"172",0.630662519875504,0.330506522704176,0.854363953540056,0.66462672920877,0.712125666291072,0.706296441783382,0.827197497337327
"173",0.484952462996854,0.674052849545043,0.911565919617052,0.939370034950645,0.545046759946556,0.796178154130169,0.397768677637296
"174",0.689490808373379,0.312087262570877,0.732438385000248,0.397330568254527,0.898301207406554,0.190508028537263,0.805767967516696
"175",0.90700562901229,0.892001486188163,0.589360964025072,0.696310403009281,0.79187741994552,0.378852188362414,0.732025335484677
"176",0.703036053569544,0.987354352782285,0.920412289950551,0.925299377344078,0.812108494824031,0.394451481913673,0.366483159518433
"177",0.887806337034922,0.849049963779114,0.863968831355518,0.81445700077817,0.262417917778355,0.220306975641455,0.633763680474515
"178",0.954461328805028,0.758099732576658,0.685789045382477,0.53686370801208,0.65858821647947,0.278425443527666,0.565928633901025
"179",0.818178629008624,0.471563642383178,0.890614267124798,0.708629826002204,0.603704317708999,0.350841804426026,0.608456599330647
"180",0.694310026126039,0.857499661528067,0.640861300958712,0.876915091326721,0.379978906480799,0.0123137981486114,0.586502893289434
"181",0.825193703098528,0.65042138867293,0.841326201057346,0.963875804644976,0.279733549702008,0.800862523159824,0.858907547133048
"182",0.546964632674176,0.704664596208194,0.626934227651806,0.786908753677532,0.52439346069775,0.957027079090409,0.624128927637047
"183",0.78106574395649,0.637347983721636,0.761704932691119,0.809903668317722,0.783738492081357,0.581097701099434,0.888348562497162
"184",0.441010925291016,0.821339968283618,0.876428462909155,0.718807955023376,0.641587007903201,0.953812128052632,0.869545718047451
"185",0.744674089258763,0.804007069304842,0.92176058474287,0.608675714919833,0.378599052862778,0.892135128477648,0.522015836282794
"186",0.880292529018927,0.718451452161916,0.884745987866176,0.962987550651917,0.814366963238208,0.286366192979429,0.51217224817378
"187",0.896971253506066,0.488363899583004,0.878731862199048,0.257967873368667,0.48479793090977,0.978538786776595,0.836871385605781
"188",0.922131694338605,0.737723396749919,0.841487754069834,0.388443566933752,0.627676873909156,0.185722564728847,0.633247964790355
"189",0.882165174888641,0.836870442218944,0.785780606499816,0.418817326789229,0.23532366190013,0.6239879374834,0.590687987922689
"190",0.605258926589591,0.743676378118541,0.708805593574764,0.757042219029252,0.530647634439052,0.869299832433659,0.654036220542976
"191",0.255239869062772,0.330255522815544,0.976723265467619,0.866132214514393,0.276192927911354,0.85896149436234,0.507773799458414
"192",0.619489962819771,0.98393411889814,0.835877936564813,0.588068969970528,0.268203235509196,0.376669391506019,0.426687693084789
"193",0.614730035095585,0.955716806509566,0.409666877394454,0.489337072852078,0.809588840418683,0.0680335082585796,0.434106038872007
"194",0.8434879478421,0.787381661457117,0.978755421391048,0.49142297793034,0.721626930740933,0.375234954345753,0.550424118274482
"195",0.86868759842994,0.959880247125301,0.622226260247507,0.64665386251933,0.804240502800382,0.458545036906227,0.773593353375394
"196",0.677327668363007,0.368870646156388,0.879453019779749,0.675996592037732,0.167900536767923,0.847670914691705,0.668340975428992
"197",0.704419424079638,0.679773822059483,0.780860256806739,0.612183301215019,0.263569430761425,0.748024816948342,0.78814414357468
"198",0.763407258015162,0.738098042120735,0.841862667808707,0.276689744526523,0.879680286427345,0.77724330235677,0.858505226209927
"199",0.684721697490942,0.714934822589168,0.748076645338914,0.624138522243765,0.861697712931127,0.974280832467286,0.569809626495031
"200",0.760684024142163,0.913970421594705,0.716508181392626,0.676464978537654,0.640508258919498,0.288369172760746,0.651273057955686
"201",0.625211212736742,0.398750519416138,0.996707621710335,0.940553260636316,0.61197293148447,0.323926524692817,0.64022688312858
"202",0.588210389576996,0.52647659677055,0.980147258750909,0.651907027564889,0.409226455709071,0.746383799010084,0.214493236103241
"203",0.886961788052327,0.769754905278569,0.793772463209439,0.988395480558379,0.624307616608579,0.522359127539161,0.760800585293122
"204",0.430469553369348,0.379839137711286,0.975625785477209,0.625520213251908,0.95024406261448,0.78714762378319,0.997058948485799
"205",0.945562379286936,0.906535826492357,0.785279233179598,0.970628905234755,0.185485416677284,0.488458900672057,0.874715504556342
"206",0.585416731994675,0.53553124570419,0.991826826848563,0.668030305591914,0.0759570145045647,0.584568613256377,0.755860748860234
"207",0.734974222099728,0.881234946029117,0.657555594313598,0.941508971672941,0.435813867596308,0.510217730813421,0.321695252267538
"208",0.718770172067021,0.622952540105806,0.818388564561658,0.511488571534375,0.392284466738183,0.234566713324135,0.709724264052952
"209",0.72569026141206,0.554808646110867,0.87681540141389,0.398103504281321,0.309902946098111,0.865605508879125,0.905904349517991
"210",0.995128899084315,0.390611604108764,0.731435259410073,0.948966278770389,0.586074665791586,0.13085078769024,0.952544368099731
"211",0.763335018372302,0.450970160900831,0.831607995032257,0.348917077808809,0.115048145136945,0.874766561127921,0.270963498485477
"212",0.914943121772057,0.95408712421436,0.68575187217685,0.749802524563141,0.696269309667255,0.238965162588349,0.79556028701447
"213",0.690126807710839,0.778866139613911,0.950447582909189,0.533430780950665,0.935148621357013,0.478973822381723,0.784752876868089
"214",0.899489385326499,0.707312531727683,0.94084992551507,0.534543173851826,0.135602801262778,0.327812018154788,0.870124636483771
"215",0.62235897378658,0.877849517366787,0.828213396666166,0.350589948834866,0.185647800005543,0.0307826042879875,0.77719187748291
"216",0.982083908269639,0.58297919348032,0.66385207069207,0.674516238318387,0.731783460903112,0.636348442424566,0.950848137405917
"217",0.756679013972132,0.879986098408497,0.84588905914531,0.992689715356776,0.971514919452458,0.808161024180663,0.491165017351953
"218",0.895730785327395,0.853490108596624,0.59711293081635,0.547151148276837,0.792087412906896,0.645750040924167,0.847963027129576
"219",0.726002059638671,0.967054907889615,0.865195844429615,0.798105584285845,0.452466479562344,0.309909449961615,0.927079074791191
"220",0.592264706854321,0.884842119456732,0.834566089978453,0.568948099308563,0.504667168266089,0.362702025917655,0.906314575670019
"221",0.979102404331734,0.830972672449512,0.769500660899152,0.494647856076131,0.603443569906918,0.590522936172371,0.587283285691419
"222",0.599216571308437,0.830893163330729,0.932186720605626,0.368982677401991,0.430978732564463,0.450381375233925,0.9541204997022
"223",0.852778214561168,0.761478722414528,0.797716769129224,0.77061903714239,0.480959850086647,0.395692060875668,0.610567624067435
"224",0.941679749134338,0.394597998180752,0.713703094302122,0.776843752379439,0.171609263892382,0.984071717333089,0.982745171001342
"225",0.898705790059253,0.80209852168905,0.689853040362533,0.508469899740164,0.997301553549442,0.695054974259897,0.792606403701674
"226",0.677892673362587,0.96504917130756,0.602132516601508,0.646464745360867,0.668172877273352,0.230741232793417,0.993342662518459
"227",0.66078522698668,0.45700066823446,0.655996390872392,0.89393845969511,0.439401171095579,0.74160509024915,0.378028509073035
"228",0.597129095351259,0.51106060309584,0.683886288025313,0.387218160097519,0.0541987511675594,0.965314170593178,0.245506461152176
"229",0.755186904715566,0.94570857979125,0.904090521904876,0.947676731656385,0.0747355799676521,0.0672391904669982,0.686241081373604
"230",0.996492534513595,0.809443427079451,0.687581672673636,0.525959781093874,0.393499606713882,0.885693993893774,0.699377050998208
